time,open,high,low,close,vwap,volume,count
2025-12-12 18:43:00,133.1,133.1,132.91,132.98,133.07,266.56078637,19
2025-12-12 18:44:00,132.97,132.97,132.7,132.83,132.8,18.79141495,13
2025-12-12 18:45:00,132.82,132.87,132.77,132.82,132.86,116.47101722,18
2025-12-12 18:46:00,132.85,132.96,132.85,132.89,132.92,48.95390158,13
2025-12-12 18:47:00,132.84,133.01,132.84,132.95,132.92,181.66319184,14
2025-12-12 18:48:00,133.0,133.15,133.0,133.11,133.06,85.8365784,21
2025-12-12 18:49:00,133.11,133.16,133.07,133.16,133.15,2266.27907049,53
2025-12-12 18:50:00,133.19,133.19,133.09,133.09,133.15,15.8843787,10
2025-12-12 18:51:00,133.18,133.3,133.18,133.3,133.24,269.04571346,18
2025-12-12 18:52:00,133.25,133.25,133.08,133.09,133.18,156.43511081,22
2025-12-12 18:53:00,133.11,133.15,133.07,133.07,133.1,20.04985587,10
2025-12-12 18:54:00,133.04,133.14,133.04,133.12,133.09,35.40307754,14
2025-12-12 18:55:00,133.13,133.16,133.09,133.09,133.12,3.55286603,9
2025-12-12 18:56:00,133.0,133.0,132.86,132.86,132.97,219.35470937,23
2025-12-12 18:57:00,132.89,132.89,132.73,132.74,132.76,160.65959626,18
2025-12-12 18:58:00,132.7,132.74,132.65,132.7,132.69,10.17427034,11
2025-12-12 18:59:00,132.71,132.76,132.65,132.76,132.66,24.18694437,13
2025-12-12 19:00:00,132.76,132.85,132.63,132.64,132.77,12.5310418,31
2025-12-12 19:01:00,132.67,132.68,132.62,132.64,132.62,166.75108263,8
2025-12-12 19:02:00,132.48,132.5,132.41,132.45,132.45,110.86972841,16
2025-12-12 19:03:00,132.45,132.47,132.31,132.47,132.36,7.41165114,11
2025-12-12 19:04:00,132.48,132.8,132.48,132.76,132.72,8538.21970792,61
2025-12-12 19:05:00,132.75,132.75,132.63,132.67,132.68,2.8558343,9
2025-12-12 19:06:00,132.66,132.66,132.39,132.4,132.43,72.34813091,15
2025-12-12 19:07:00,132.37,132.37,132.16,132.2,132.28,160.59787434,19
2025-12-12 19:08:00,132.15,132.26,132.07,132.26,132.21,69.0118719,11
2025-12-12 19:09:00,132.28,132.35,132.28,132.32,132.3,185.80851787,14
2025-12-12 19:10:00,132.31,132.4,132.31,132.37,132.36,183.66250325,14
2025-12-12 19:11:00,132.32,132.39,132.25,132.25,132.25,111.00020234,21
2025-12-12 19:12:00,132.22,132.29,132.22,132.29,132.25,2.41668463,10
2025-12-12 19:13:00,132.27,132.27,132.08,132.08,132.17,15.97088486,18
2025-12-12 19:14:00,132.09,132.27,132.09,132.25,132.2,198.76217603,17
2025-12-12 19:15:00,132.19,132.3,132.19,132.28,132.27,45.63135412,16
2025-12-12 19:16:00,132.28,132.3,132.13,132.13,132.18,14.90669693,9
2025-12-12 19:17:00,132.23,132.25,132.05,132.24,132.12,141.86587767,12
2025-12-12 19:18:00,132.2,132.22,132.18,132.18,132.2,28.70518204,13
2025-12-12 19:19:00,132.15,132.15,132.08,132.12,132.14,214.8874563,7
2025-12-12 19:20:00,132.22,132.38,132.19,132.38,132.24,6.30503325,14
2025-12-12 19:21:00,132.45,132.45,132.18,132.18,132.4,20.20400231,18
2025-12-12 19:22:00,132.17,132.27,132.17,132.24,132.2,65.20684,15
2025-12-12 19:23:00,132.24,132.29,132.18,132.28,132.26,12.87154268,11
2025-12-12 19:24:00,132.27,132.55,132.27,132.55,132.52,69.4646504,21
2025-12-12 19:25:00,132.46,132.49,132.32,132.32,132.46,62.23926338,12
2025-12-12 19:26:00,132.3,132.3,131.93,131.93,132.02,8575.33388775,78
2025-12-12 19:27:00,131.93,132.07,131.92,131.92,131.94,50.6145023,17
2025-12-12 19:28:00,131.92,131.96,131.81,131.96,131.85,333.61662919,27
2025-12-12 19:29:00,131.97,132.03,131.96,131.97,132.0,209.60753252,14
2025-12-12 19:30:00,131.97,132.07,131.96,131.96,131.96,107.39093979,8
2025-12-12 19:31:00,131.98,132.05,131.96,132.05,131.97,448.21588151,7
2025-12-12 19:32:00,132.06,132.06,131.94,131.94,132.01,354.23705013,10
2025-12-12 19:33:00,131.91,132.01,131.91,131.97,131.98,10.30744449,6
2025-12-12 19:34:00,131.98,132.07,131.91,131.91,131.97,56.61296018,15
2025-12-12 19:35:00,131.86,131.96,131.86,131.96,131.88,2.42494603,6
2025-12-12 19:36:00,131.84,131.84,131.71,131.76,131.77,194.60032031,8
2025-12-12 19:37:00,131.71,131.76,131.7,131.76,131.71,35.49059813,12
2025-12-12 19:38:00,131.76,131.81,131.75,131.77,131.76,40.64267706,13
2025-12-12 19:39:00,131.78,131.78,131.66,131.66,131.69,404.8712815,19
